3,1139771190859,1.827338815e+00,-9.634807587e+00,3.661620617e-02
3,1139771200857,1.832672238e+00,-9.633797646e+00,3.741758317e-02
3,1139771210856,1.839033604e+00,-9.632579803e+00,3.887304291e-02
3,1139771220855,1.845565915e+00,-9.631330490e+00,4.020984471e-02
3,1139771230854,1.854141474e+00,-9.629675865e+00,3.995616361e-02
3,1139771240852,1.861213923e+00,-9.628304482e+00,3.951894119e-02
3,1139771250851,1.864473581e+00,-9.627679825e+00,3.962006420e-02
3,1139771260850,1.864151716e+00,-9.627750397e+00,3.771510720e-02
3,1139771270849,1.863487244e+00,-9.627892494e+00,3.488192707e-02
3,1139771280847,1.864988685e+00,-9.627607346e+00,3.294073045e-02
3,1139771290846,1.866304278e+00,-9.627347946e+00,3.366320208e-02
3,1139771300845,1.866862655e+00,-9.627232552e+00,3.689969704e-02
3,1139771310844,1.869608760e+00,-9.626675606e+00,3.938976303e-02
3,1139771320843,1.873711228e+00,-9.625904083e+00,3.572188690e-02
3,1139771330841,1.875919342e+00,-9.625511169e+00,2.792904153e-02
3,1139771340840,1.876413465e+00,-9.625431061e+00,1.784428395e-02
3,1139771350839,1.876721501e+00,-9.625386238e+00,7.609890774e-03
3,1139771360838,1.877847314e+00,-9.625169754e+00,-7.657236711e-05
3,1139771370836,1.877875686e+00,-9.625164032e+00,-3.971826285e-03
3,1139771380835,1.875939488e+00,-9.625532150e+00,-4.758592695e-03
3,1139771390834,1.873344898e+00,-9.626048088e+00,-3.898761002e-03
3,1139771400833,1.870983601e+00,-9.626501083e+00,-2.825578908e-03
3,1139771410831,1.869158149e+00,-9.626852989e+00,-2.446224215e-03
3,1139771420830,1.867314219e+00,-9.627208710e+00,-2.833177568e-03
3,1139771430829,1.866739392e+00,-9.627327919e+00,-3.588379826e-03
3,1139771440827,1.868187666e+00,-9.627038002e+00,-4.476853181e-03
3,1139771450826,1.871120811e+00,-9.626475334e+00,-5.256605335e-03
3,1139771460825,1.874997497e+00,-9.625716209e+00,-6.575286854e-03
3,1139771470824,1.879715204e+00,-9.624799728e+00,-9.097498842e-03
3,1139771480822,1.884618759e+00,-9.623836517e+00,-1.300210506e-02
3,1139771490821,1.889119864e+00,-9.622941017e+00,-1.865910739e-02
3,1139771500820,1.892192364e+00,-9.622314453e+00,-2.533843927e-02
3,1139771510818,1.894072890e+00,-9.621931076e+00,-3.158639371e-02
3,1139771520817,1.895503163e+00,-9.621633530e+00,-3.700666502e-02
3,1139771530816,1.897295594e+00,-9.621255875e+00,-4.194061458e-02
3,1139771540815,1.900038242e+00,-9.620694160e+00,-4.730886593e-02
3,1139771550813,1.902102351e+00,-9.620258331e+00,-5.339783058e-02
3,1139771560812,1.904070020e+00,-9.619812965e+00,-6.044540927e-02
3,1139771570811,1.906281829e+00,-9.619322777e+00,-6.851298362e-02
3,1139771580810,1.907669306e+00,-9.618983269e+00,-7.748948038e-02
3,1139771590808,1.908078313e+00,-9.618819237e+00,-8.736965805e-02
3,1139771600807,1.908279419e+00,-9.618678093e+00,-9.885726869e-02
3,1139771610806,1.908655167e+00,-9.618433952e+00,-1.130903736e-01
3,1139771620805,1.909561872e+00,-9.618054390e+00,-1.291279048e-01
3,1139771630803,1.910392284e+00,-9.617638588e+00,-1.465501636e-01
3,1139771640802,1.910104990e+00,-9.617401123e+00,-1.649585068e-01
3,1139771650801,1.910018921e+00,-9.617068291e+00,-1.844441295e-01
3,1139771660800,1.909240484e+00,-9.616827965e+00,-2.033727020e-01
3,1139771670798,1.909925342e+00,-9.616325378e+00,-2.207593024e-01
