6,1144443673909,1.013712510e-01,9.080316424e-01,1.910542138e-02
6,1144443683908,1.392448992e-01,9.758377075e-01,5.392473936e-02
6,1144443693907,1.661229730e-01,1.085182667e+00,6.797464192e-02
6,1144443703906,1.392448992e-01,1.215296865e+00,7.652675360e-02
6,1144443713904,7.021712512e-02,1.342967629e+00,9.729617089e-02
6,1144443723903,-2.385612018e-02,1.432764888e+00,1.382241547e-01
6,1144443733902,-1.179293692e-01,1.404664993e+00,1.932020038e-01
6,1144443743901,-2.175004035e-01,1.262944341e+00,2.823883295e-01
6,1144443753899,-3.274561465e-01,1.069300056e+00,3.508052230e-01
6,1144443763898,-4.508509338e-01,8.151801229e-01,3.544704318e-01
6,1144443773897,-5.540871620e-01,4.737064540e-01,2.829992175e-01
6,1144443783896,-6.170063019e-01,1.267349869e-01,2.017541379e-01
6,1144443793894,-6.438843608e-01,-8.401352167e-02,1.186764538e-01
6,1144443803893,-6.328887939e-01,-1.286066771e-01,2.949013188e-02
6,1144443813892,-5.730239749e-01,-1.182219684e-01,3.315532207e-02
6,1144443823890,-4.722312093e-01,-6.935275346e-02,7.469416410e-02
6,1144443833889,-3.341756463e-01,5.892894790e-02,8.691146225e-02
6,1144443843888,-1.722963750e-01,1.749933511e-01,5.820079893e-02
6,1144443853887,2.134790830e-02,2.067583352e-01,-4.422664351e-04
6,1144443863885,2.388159335e-01,5.648548901e-02,-4.137023911e-02
6,1144443873884,4.660578072e-01,-1.707563847e-01,-6.641571224e-02
6,1144443883883,6.444304585e-01,-3.228618205e-01,-7.374609262e-02
6,1144443893881,7.097930312e-01,-2.733817399e-01,-3.709417954e-02
6,1144443903880,5.778461099e-01,8.214183152e-02,1.177503914e-02
6,1144443913879,2.583636045e-01,6.514682770e-01,-5.114408210e-02
6,1144443923878,-9.288389236e-02,1.032648206e+00,-1.940865517e-01
6,1144443933876,-2.785869241e-01,9.788920283e-01,-2.912141085e-01
6,1144443943875,-2.541523278e-01,6.392509341e-01,-3.034314215e-01
6,1144443953874,-1.044903323e-01,2.275277525e-01,-2.435666323e-01
6,1144443963873,7.143885642e-02,-4.064208642e-02,-1.384978145e-01
6,1144443973872,2.229334414e-01,-9.073303640e-02,-4.747888818e-02
6,1144443983870,3.713736832e-01,1.872106493e-01,1.390329213e-03
6,1144443993869,4.000843465e-01,4.651543200e-01,3.315532207e-02
6,1144444003868,4.068038762e-01,6.129837036e-01,9.240924567e-02
6,1144444013867,4.110799134e-01,6.636855602e-01,1.376132816e-01
6,1144444023865,4.006952345e-01,6.557442546e-01,1.706000119e-01
6,1144444033864,3.530477285e-01,6.368075013e-01,2.048084587e-01
6,1144444043863,2.931829393e-01,6.343640089e-01,2.164148986e-01
6,1144444053862,2.070509493e-01,6.612420678e-01,2.066410482e-01
6,1144444063860,6.655193120e-02,6.594094634e-01,2.127497047e-01
6,1144444073859,-6.844928116e-02,5.457885861e-01,2.054193318e-01
6,1144444083858,-1.667985767e-01,3.790223300e-01,1.620478779e-01
6,1144444093857,-2.535414696e-01,2.568492591e-01,1.046265587e-01
6,1144444103855,-3.500581682e-01,1.945410371e-01,7.041809708e-02
6,1144444113854,-4.294706285e-01,1.920975596e-01,2.765753493e-02
6,1144444123853,-4.844485223e-01,2.079800665e-01,-1.663996954e-03
6,1144444133852,-5.296525359e-01,2.409667969e-01,-1.143784076e-02
6,1144444143851,-5.577523112e-01,2.886143029e-01,-2.304428071e-02
6,1144444153850,-5.638610125e-01,3.325966001e-01,-2.121168561e-02
6,1144444163849,-5.357611775e-01,3.918505013e-01,-1.021611039e-02
6,1144444173847,-4.612356126e-01,4.480501115e-01,-1.571389847e-02
6,1144444183846,-3.470038474e-01,4.865345955e-01,-1.265957206e-02
6,1144444193845,-2.132243514e-01,5.525080562e-01,3.315532207e-02
6,1144444203844,-5.989716947e-02,5.891599655e-01,8.385714144e-02
6,1144444213843,9.343000501e-02,5.610601902e-01,1.174547300e-01
6,1144444223842,2.204899788e-01,5.494537354e-01,1.425001919e-01
6,1144444233841,3.133414984e-01,5.909925699e-01,1.602152884e-01
6,1144444243839,3.738171756e-01,6.484139562e-01,1.779303849e-01
6,1144444253838,4.129125476e-01,7.156090736e-01,2.029758543e-01
6,1144444263837,4.214646220e-01,7.956324220e-01,2.286321968e-01
6,1144444273836,3.811475337e-01,8.664928079e-01,2.096953690e-01
6,1144444283835,3.341109157e-01,8.671036363e-01,1.791521162e-01
6,1144444293834,2.724135220e-01,8.414473534e-01,1.461653858e-01
6,1144444303833,2.015531659e-01,7.864694595e-01,1.125678048e-01
6,1144444313831,1.398557574e-01,7.058352828e-01,7.713761926e-02
6,1144444323830,9.526260197e-02,6.337531805e-01,3.743137792e-02
6,1144444333829,6.410847604e-02,5.940468907e-01,3.833790310e-03
6,1144444343828,3.906299919e-02,6.105402708e-01,2.612059936e-03
6,1144444353827,9.130602702e-03,7.162199616e-01,3.743137792e-02
6,1144444363826,-2.202352509e-02,9.037555456e-01,7.469416410e-02
6,1144444373825,-6.111890078e-02,1.200636148e+00,9.179838747e-02
6,1144444383823,-1.295358092e-01,1.558603168e+00,1.125678048e-01
6,1144444393822,-1.747398376e-01,1.732088923e+00,1.021830961e-01
6,1144444403821,-1.741289645e-01,1.532946825e+00,3.376618400e-02
6,1144444413820,-1.173185036e-01,9.862223864e-01,-1.244479120e-01
6,1144444423819,-5.530163180e-03,4.095656276e-01,-3.333638310e-01
6,1144444433817,1.942227781e-01,1.128145959e-02,-5.398362875e-01
6,1144444443816,5.027097464e-01,-1.139459163e-01,-7.206524014e-01
